Timestamp,State,Are you attending National Convention 2021 in person?,Party,Have you decided on a presidential ticket?,Vote,Are you open to changing your mind?,Which of these factors most greatly influences your decision to support a specific Presidential ticket?,What do you value most in a candidate?,Are you more likely to cast your vote based upon an individual or a message?,Do you have a personal Instagram account?,How important is a candidate's social media presence?,Which of the following influences your vote the most?,How many years have you been involved with TeenPact?,Which of the following candidate's names do you recognize?
5/18/2021 21:02:04,Texas,Yes,Perseverance,Yes,,Yes,Prior relationship with candidates,Confidence,Individual,Yes,Slightly,Campaign team members,4-5,"Jeffrey Baker, Libby Bova, Jake Brietzke, Noah Diaz, Wyatt Dillard, Eden Edwards, Dannen Farabee, Brock Freeland, Marisa Garcia, Caleb Griffin, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Brooklyn Manning, Grant May, Daniel McCarthy, Marco Pineda, Lillian Savage, Luke Willson, Max Zepeda"
5/18/2021 21:05:31,Mississippi,No,N/A,Yes,Walt Baldwin/Cassie Sawyer,No,Prior relationship with candidates,Humility,Individual,Yes,Very,Social Media presence,2-3,"Walter Baldwin, Madalyn Bizak, Sarah Botti, Libby Bova, Noah Diaz, Heidi Dillow, Evie Erickson, Gabrielle Erickson, Brock Freeland, Elise Hof, Jamison Murabito, Luke Willson, Max Zepeda"
5/18/2021 21:13:47,Oregon,No,N/A,Yes,Luke Willson/Noah Diaz,Yes,Performance during debates,Leads by example,Message,Yes,Slightly,Social Media presence,2-3,"Noah Diaz, Caleb Hahn, Elise Hof, John Jordan, Lauren Wagner, Luke Willson, Leah Wilson"
5/18/2021 21:15:14,New York,Yes,Perseverance,No,Undecided,Yes,Performance during debates,Leads by example,Individual,Yes,Very,Social Media presence,6+,"Caroline Allen, Walter Baldwin, Beth Berry, Bruce Bigler, Sarah Botti, Libby Bova, Reese Chatman, Isaac Cullum, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Nathaniel Olaires, Brennan Roub, Cassie Sawyer, Caleb Shirk, John Sprayberry, Lauren Wagner, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 21:15:23,Oklahoma,No,Vision,Yes,Luke Willson/Noah Diaz,Yes,Social media presence,Honesty,Individual,Yes,Very,Campaign team members,This is my first year,"Beth Berry, Bruce Bigler, Sarah Botti, Reese Chatman, Noah Diaz, Evie Erickson, Gabrielle Erickson, Brock Freeland, Lydia Graham, Grace Hardison, Trevor Harrison, Elise Hof, Madison Hunsucker, Noah Kent, Caleb Knapp, Brooklyn Manning, Grant May, Noah Powers, Lillian Savage, Lauren Wagner, Elizabeth Williams, Luke Willson, Ethan Wright, Whitnie Yoder"
5/18/2021 21:19:27,Nevada,Yes,Compassion,Yes,Elise Hof/Brock Freeland,Yes,Performance during debates,Leads by example,Individual,Yes,Very,Social Media presence,4-5,"Caroline Allen, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Noah Diaz, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Micah Hill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Noah Powers, Brennan Roub, Lillian Savage, Caleb Shirk, Macie Smith, Lauren Wagner, Luke Willson, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 21:27:32,Mississippi,Yes,Perseverance,No,Elise Hof/Brock Freeland,Yes,Campaign team outreach,Leads by example,Message,No,Not at all,Campaign team members,2-3,"Walter Baldwin, Sarah Botti, Evie Erickson, Brock Freeland, Elise Hof, Sarah Strozier"
5/18/2021 21:35:04,Texas,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Humility,Message,Yes,Slightly,Campaign team members,2-3,"Madalyn Bizak, Sarah Botti, Jake Brietzke, Kinley Chapa, Noah Diaz, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Caleb Hahn, Elise Hof, Noah Kent, Joseph Lasseter, Brooklyn Manning, Grant May, Jamison Murabito, Marco Pineda, Noah Powers, Lillian Savage, Cassie Sawyer, John Sprayberry, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 21:35:37,Kansas,Yes,Vision,No,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Humility,Individual,Yes,Slightly,Social Media presence,2-3,"Caroline Allen, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Reese Chatman, Noah Diaz, Evie Erickson, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Brooklyn Manning, Daniel McCarthy, Hannah Nelson, Rhianna Philcox, Lillian Savage, Caleb Shirk, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 21:38:00,Colorado,No,Perseverance,No,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Leads by example,Message,No,Hardly,Campaign team members,2-3,"Bruce Bigler, Noah Diaz, Caleb Hahn, Luke Willson"
5/18/2021 21:38:59,Kansas,Yes,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Honesty,Individual,No,Slightly,Campaign team members,4-5,"Caroline Allen, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban Smith, Lauren Wagner, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 21:41:57,Mississippi,No,N/A,Yes,Ethan Wright/Lauren Wagner,No,Prior relationship with candidates,Honesty,Message,No,Slightly,Campaign team members,This is my first year,"Walter Baldwin, Evie Erickson, Sarah Strozier, Ethan Wright"
5/18/2021 21:43:09,Mississippi,No,N/A,Yes,Ethan Wright/Lauren Wagner,No,Prior relationship with candidates,Honesty,Message,No,Slightly,Campaign team members,This is my first year,"Walter Baldwin, Evie Erickson, Sarah Strozier, Ethan Wright"
5/18/2021 21:44:02,Alabama,Yes,Vision,Yes,Tara Beth Forehand/Lydia Graham,Yes,Campaign team outreach,Humility,Individual,Yes,Slightly,Campaign team members,2-3,"Walter Baldwin, Beth Berry, Bruce Bigler, Brooks Breedlove, Noah Diaz, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, Caleb Knapp, Grant May, Daniel McCarthy, Gideon Miller, Hannah Nelson, Nathaniel Olaires, Lillian Savage, Macie Smith, Lauren Wagner, Luke Willson, Chloe Jo Woodell"
5/18/2021 21:47:07,Florida,Yes,Vision,Yes,Elise Hof/Brock Freeland,Yes,Performance during debates,Humility,Message,Yes,Very,Social Media presence,4-5,"Walter Baldwin, Beth Berry, Sarah Botti, Libby Bova, Isaac Cullum, Noah Diaz, Heidi Dillow, Evie Erickson, Brock Freeland, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, Caleb Knapp, Daniel McCarthy, Gideon Miller, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, John Sprayberry, Linnea Stuart, Luke Willson, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 21:56:41,North Carolina,Yes,Perseverance,No,,Yes,Performance during debates,Leads by example,Individual,Yes,Not at all,Social Media presence,6+,"Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Micah Hill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Macie Smith, John Sprayberry, Colton Taussig, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 21:59:15,Wisconsin,No,Perseverance,Yes,,No,Campaign team outreach,Leads by example,Individual,No,Hardly,Campaign team members,2-3,"Jeffrey Baker, Bruce Bigler, Sarah Botti, Noah Diaz, Wyatt Dillard, Eden Edwards, Evie Erickson, Dannen Farabee, Brock Freeland, Elise Hof, John Jordan, Caleb Knapp, Brooklyn Manning, Rose Schumacher, Luke Willson, Chloe Jo Woodell, Ethan Wright, Max Zepeda"
5/18/2021 22:01:42,Missouri,No,N/A,Yes,Tara Beth Forehand/Lydia Graham,No,Prior relationship with candidates,Kindness,Individual,No,Slightly,Campaign team members,2-3,"Walter Baldwin, Madalyn Bizak, Sarah Botti, Brooks Breedlove, Noah Diaz, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, Corban Smith, Colton Taussig, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 22:04:12,Missouri,Yes,N/A,No,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Humility,Message,Yes,Very,Social Media presence,2-3,"Madalyn Bizak, Sarah Botti, Evie Erickson, Tara Beth Forehand, Brock Freeland, Brooklyn Manning, Jed Sicilia, Corban Smith, Macie Smith, Luke Willson, Chloe Jo Woodell"
5/18/2021 22:11:06,Alabama,Yes,Vision,Yes,Tara Beth Forehand/Lydia Graham,No,Prior relationship with candidates,Leads by example,Individual,Yes,Very,Campaign team members,4-5,"Caroline Allen, Sarah Botti, Libby Bova, Noah Diaz, Heidi Dillow, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Nathaniel Olaires, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 22:16:57,Mississippi,Yes,Perseverance,No,Undecided,Yes,Performance during debates,Leads by example,Individual,Yes,Hardly,Campaign team members,This is my first year,"Walter Baldwin, Noah Diaz, Evie Erickson, Caleb Griffin, Jamison Murabito, Cassie Sawyer, Sarah Strozier, Luke Willson, Ethan Wright"
5/18/2021 22:17:33,Michigan,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,No,Prior relationship with candidates,Humility,Message,Yes,Very,Social Media presence,2-3,"Jeffrey Baker, Sarah Botti, Reese Chatman, Noah Diaz, Lara Doorn, Myra Ehrenberg, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Caleb Griffin, Trevor Harrison, Elise Hof, Caleb Knapp, Daniel McCarthy, Noah Powers, Brennan Roub, Caleb Shirk, Corban Smith, Colton Taussig, Lauren Wagner, Luke Willson, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 22:34:58,Oklahoma,No,Vision,No,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Kindness,Message,No,Slightly,Campaign Posters,This is my first year,"Jeffrey Baker, Bruce Bigler, Reese Chatman, Madison Hunsucker, Noah Kent, Noah Powers, Lillian Savage"
5/18/2021 22:35:48,Oklahoma,No,Vision,No,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Kindness,Message,No,Slightly,Campaign Posters,This is my first year,"Jeffrey Baker, Bruce Bigler, Reese Chatman, Madison Hunsucker, Noah Kent, Noah Powers, Lillian Savage"
5/18/2021 22:37:10,Michigan,Yes,Vision,No,Luke Willson/Noah Diaz,Yes,Performance during debates,Confidence,Individual,No,Very,Campaign team members,This is my first year,"Jeffrey Baker, Noah Diaz, Wyatt Dillard, Lara Doorn, Myra Ehrenberg, Dannen Farabee, Trevor Harrison, Madison Hunsucker, Brooklyn Manning, Gideon Miller, Rhianna Philcox, Noah Powers, Brennan Roub, Luke Willson"
5/18/2021 22:46:43,Arkansas,Yes,Compassion,Yes,Tara Beth Forehand/Lydia Graham,Yes,Personal interaction at National Convention,Confidence,Individual,Yes,Very,Campaign team members,4-5,"Caroline Allen, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Noah Kent, Caleb Knapp, Joseph Lasseter, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban Smith, Macie Smith, John Sprayberry, Linnea Stuart, Colton Taussig, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 22:50:36,Florida,Yes,Vision,Yes,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Leads by example,Individual,Yes,Hardly,Campaign team members,4-5,"Walter Baldwin, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Evie Erickson, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Caleb Knapp, Grant May, Daniel McCarthy, Jamison Murabito, Brennan Roub, Caleb Shirk, John Sprayberry, Linnea Stuart, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 23:12:58,Kansas,Yes,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Honesty,Individual,No,Slightly,Campaign team members,4-5,"Caroline Allen, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban Smith, Lauren Wagner, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 23:29:31,Oklahoma,Yes,Compassion,No,Ethan Wright/Lauren Wagner,Yes,Prior relationship with candidates,Leads by example,Individual,Yes,Slightly,Campaign team members,4-5,"Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Noah Diaz, Eden Edwards, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, Caleb Knapp, Tylah Lynn, Grant May, Jamison Murabito, Nathaniel Olaires, Noah Powers, Lillian Savage, Caleb Shirk, Macie Smith, Sarah Strozier, Linnea Stuart, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 23:36:16,Iowa,Yes,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Leads by example,Individual,Yes,Very,Social Media presence,6+,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Austin Blackard, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Joseph Lasseter, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Rose Schumacher, Caleb Shirk, Corban Smith, Macie Smith, John Sprayberry, Linnea Stuart, Colton Taussig, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 23:42:15,Iowa,No,N/A,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Honesty,Individual,Yes,Very,Campaign team members,4-5,"Eden Edwards, Elise Hof"
5/18/2021 23:44:46,Alaska,No,N/A,No,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Humility,Message,Yes,Very,Social Media presence,2-3,"Beth Berry, Noah Diaz, Tara Beth Forehand, Brock Freeland, Caleb Hahn, John Jordan, Noah Kent, Caleb Knapp, Hannah Nelson, Lillian Savage, Luke Willson, Chloe Jo Woodell"
5/18/2021 23:55:53,Alaska,No,N/A,No,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Humility,Message,Yes,Very,Social Media presence,2-3,"Beth Berry, Noah Diaz, Tara Beth Forehand, Brock Freeland, Caleb Hahn, John Jordan, Noah Kent, Caleb Knapp, Hannah Nelson, Lillian Savage, Luke Willson, Chloe Jo Woodell"
5/19/2021 0:11:40,North Dakota,No,N/A,No,Tara Beth Forehand/Lydia Graham,Yes,Prior relationship with candidates,Likeability/humor,Message,Yes,Slightly,Campaign merchandise,This is my first year,"Noah Diaz, John Jordan"
5/19/2021 0:14:55,Kansas,No,N/A,No,Undecided,Yes,Prior relationship with candidates,Leads by example,Individual,Yes,Very,Social Media presence,4-5,"Daniel McCarthy, Whitnie Yoder"
5/19/2021 2:54:18,Oklahoma,Yes,Vision,Yes,Elise Hof/Brock Freeland,Yes,Performance during debates,Leads by example,Individual,Yes,Slightly,Campaign merchandise,2-3,"Caroline Allen, Bruce Bigler, Noah Diaz, Brock Freeland, Elise Hof, Noah Kent, Caleb Knapp, Daniel McCarthy, Marco Pineda, Lillian Savage, John Sprayberry, Max Zepeda"
5/19/2021 7:35:23,South Carolina,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Performance during debates,Open-mindedness,Individual,Yes,Slightly,Elections Hall Table Set-up,4-5,"Jeffrey Baker, Walter Baldwin, Beth Berry, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Heidi Dillow, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Lillian Savage, Cassie Sawyer, Macie Smith, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/19/2021 7:41:29,Wisconsin,No,N/A,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Humility,Individual,Yes,Slightly,Campaign team members,2-3,"Bruce Bigler, Noah Diaz, Eden Edwards, Gabrielle Erickson, Elise Hof, John Jordan, Rose Schumacher, Luke Willson, Chloe Jo Woodell"
5/19/2021 8:06:54,Pennsylvania,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Honesty,Individual,Yes,Very,Social Media presence,2-3,"Caroline Allen, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Rhianna Philcox, Marco Pineda, Lillian Savage, Caleb Shirk, Macie Smith, John Sprayberry, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/19/2021 8:10:53,Pennsylvania,Yes,Perseverance,No,Other,Yes,Prior relationship with candidates,Good listener,Message,No,Slightly,Campaign merchandise,This is my first year,"John Jordan, Caleb Shirk"
5/19/2021 8:17:34,Texas,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Personal interaction at National Convention,Humility,Individual,No,Slightly,Campaign team members,6+,"Walter Baldwin, Madalyn Bizak, Sarah Botti, Jake Brietzke, Reese Chatman, Noah Diaz, Eden Edwards, Evie Erickson, Brock Freeland, Marisa Garcia, Elise Hof, Grant May, Daniel McCarthy, Luke Willson, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/19/2021 8:22:34,Virginia,No,N/A,No,Luke Willson/Noah Diaz,Yes,Performance during debates,Leads by example,Individual,Yes,Slightly,Elections Hall Table Set-up,4-5,"Madalyn Bizak, Libby Bova, Noah Diaz, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Micah Hill, Elise Hof, Noah Kent, Caleb Knapp, Logan Koerner, Joseph Lasseter, Daniel McCarthy, Hannah Nelson, Brennan Roub, Cassie Sawyer, Caleb Shirk, Corban Smith, Linnea Stuart, Luke Willson, Leah Wilson, Chloe Jo Woodell, Ethan Wright"
5/19/2021 8:41:34,South Dakota,Yes,Vision,No,Undecided,Yes,Performance during debates,Open-mindedness,Individual,Yes,Hardly,Elections Hall Table Set-up,2-3,"Caroline Allen, Walter Baldwin, Sarah Botti, Libby Bova, Noah Diaz, Wyatt Dillard, Lara Doorn, Eden Edwards, Evie Erickson, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Elise Hof, John Jordan, Noah Kent, Joseph Lasseter, Tylah Lynn, Grant May, Rhianna Philcox, Marco Pineda, Noah Powers, Lillian Savage, Cassie Sawyer, Rose Schumacher, Jed Sicilia, John Sprayberry, Linnea Stuart, Lauren Wagner, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Max Zepeda"
