Timestamp,State,Are you attending National Convention 2021 in person?,Party,Have you decided on a presidential ticket?,Vote,Are you open to changing your mind?,Which of these factors most greatly influences your decision to support a specific Presidential ticket?,What do you value most in a candidate?,Are you more likely to cast your vote based upon an individual or a message?,Do you have a personal Instagram account?,How important is a candidate's social media presence?,Which of the following influences your vote the most?,How many years have you been involved with TeenPact?,Which of the following candidate's names do you recognize?
5/18/2021 13:06:54,Alabama,Yes,Vision,Yes,Tara Beth Forehand/Lydia Graham,Yes,Personal interaction at National Convention,Leads by example,Individual,Yes,Slightly,Campaign team members,This is my first year,"Jeffrey Baker, Noah Diaz, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Caleb Hahn, Elise Hof, Noah Kent, Caleb Knapp, Gideon Miller, Hannah Nelson, Noah Powers, Jed Sicilia, John Sprayberry, Luke Willson, Chloe Jo Woodell, Ethan Wright"
5/18/2021 13:06:59,Texas,Yes,Perseverance,No,Tara Beth Forehand/Lydia Graham,Yes,,Humility,Individual,Yes,Very,Social Media presence,4-5,"Caroline Allen, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Kinley Chapa, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Tylah Lynn, Brooklyn Manning, Grant May, Hannah Nelson, Brennan Roub, Lillian Savage, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:07:33,Alabama,Yes,Perseverance,No,Tara Beth Forehand/Lydia Graham,Yes,Prior relationship with candidates,Confidence,Message,Yes,Not at all,Campaign team members,This is my first year,"Bruce Bigler, Sarah Botti, Brooks Breedlove, Noah Diaz, Heidi Dillow, Lara Doorn, Myra Ehrenberg, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, Noah Kent, Caleb Knapp, Brooklyn Manning, Daniel McCarthy, Gideon Miller, Hannah Nelson, Rhianna Philcox, Lauren Wagner, Luke Willson, Max Zepeda"
5/18/2021 13:07:39,New York,No,N/A,Yes,Luke Willson/Noah Diaz,No,Performance during debates,Open-mindedness,Individual,Yes,Slightly,Campaign team members,2-3,"Walter Baldwin, Noah Diaz, Wyatt Dillard, Heidi Dillow, Myra Ehrenberg, Caleb Griffin, Caleb Knapp, Brooklyn Manning, Daniel McCarthy, Cassie Sawyer, John Sprayberry, Luke Willson, Max Zepeda"
5/18/2021 13:07:44,Florida,No,Vision,Yes,Elise Hof/Brock Freeland,No,Campaign team outreach,Leads by example,Message,Yes,Very,Campaign team members,4-5,"Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Noah Diaz, Wyatt Dillard, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Caleb Griffin, Caleb Hahn, Elise Hof, Madison Hunsucker, Caleb Knapp, Brooklyn Manning, Grant May, Jamison Murabito, Hannah Nelson, Rhianna Philcox, Noah Powers, John Sprayberry, Linnea Stuart, Luke Willson, Chloe Jo Woodell, Max Zepeda"
5/18/2021 13:07:45,Indiana,Yes,Compassion,Yes,Walt Baldwin/Cassie Sawyer,No,Personal interaction at National Convention,Confidence,Individual,Yes,Slightly,Campaign merchandise,4-5,"Walter Baldwin, Beth Berry, Bruce Bigler, Sarah Botti, Jake Brietzke, Reese Chatman, Noah Diaz, Myra Ehrenberg, Evie Erickson, Tara Beth Forehand, Brock Freeland, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Noah Powers, Lillian Savage, Cassie Sawyer, Corban Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:07:51,Virginia,No,N/A,No,Undecided,Yes,Performance during debates,Honesty,Message,No,Slightly,Campaign Posters,2-3,"Walter Baldwin, Sarah Botti, Libby Bova, Jake Brietzke, Noah Diaz, Evie Erickson, Tara Beth Forehand, Brock Freeland, Madison Hunsucker, Cassie Sawyer, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:08:26,Oklahoma,No,N/A,No,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Humility,Individual,Yes,Slightly,Social Media presence,6+,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Noah Kent, Caleb Knapp, Joseph Lasseter, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Gideon Miller, Jamison Murabito, Hannah Nelson, Lillian Savage, Cassie Sawyer, Caleb Shirk, Macie Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:09:41,Mississippi,Yes,Perseverance,No,Elise Hof/Brock Freeland,Yes,Performance during debates,Honesty,Individual,Yes,Slightly,Campaign merchandise,2-3,"Jeffrey Baker, Walter Baldwin, Madalyn Bizak, Sarah Botti, Jake Brietzke, Reese Chatman, Noah Diaz, Heidi Dillow, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Caleb Griffin, Caleb Hahn, Elise Hof, John Jordan, Caleb Knapp, Tylah Lynn, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Marco Pineda, Brennan Roub, Cassie Sawyer, Caleb Shirk, Macie Smith, John Sprayberry, Sarah Strozier, Lauren Wagner, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:09:45,Maryland,Yes,Compassion,Yes,Tara Beth Forehand/Lydia Graham,Yes,Prior relationship with candidates,Leads by example,Individual,Yes,Slightly,Campaign team members,4-5,"Jackson Archer, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Noah Diaz, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, Noah Kent, Caleb Knapp, Grant May, Daniel McCarthy, Nathaniel Olaires, Noah Powers, Macie Smith, John Sprayberry, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:10:06,Missouri,No,Compassion,Yes,Walt Baldwin/Cassie Sawyer,No,Prior relationship with candidates,Humility,Individual,No,Not at all,Campaign team members,2-3,"Walter Baldwin, Myra Ehrenberg, Madison Hunsucker, Cassie Sawyer"
5/18/2021 13:10:13,Texas,Yes,Perseverance,Yes,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Leads by example,Message,No,Not at all,Campaign team members,4-5,"Jeffrey Baker, Walter Baldwin, Madalyn Bizak, Sarah Botti, Jake Brietzke, Reese Chatman, Noah Diaz, Eden Edwards, Evie Erickson, Tara Beth Forehand, Brock Freeland, Elise Hof, Brooklyn Manning, Grant May, Daniel McCarthy, Brennan Roub, Corban Smith, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:10:41,Nevada,Yes,Compassion,Yes,Elise Hof/Brock Freeland,Yes,Performance during debates,Leads by example,Individual,Yes,Very,Social Media presence,4-5,"Caroline Allen, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Noah Diaz, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Micah Hill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Noah Powers, Brennan Roub, Lillian Savage, Caleb Shirk, Macie Smith, Lauren Wagner, Luke Willson, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:12:11,Oregon,No,N/A,Yes,Tara Beth Forehand/Lydia Graham,No,Prior relationship with candidates,Kindness,Individual,No,Not at all,Campaign team members,This is my first year,"Tara Beth Forehand, Caleb Griffin, Caleb Hahn"
5/18/2021 13:12:18,Alabama,Yes,Vision,No,Undecided,Yes,Performance during debates,Confidence,Message,Yes,Very,Campaign team members,4-5,"Walter Baldwin, Libby Bova, Brooks Breedlove, Reese Chatman, Isaac Cullum, Noah Diaz, Heidi Dillow, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Hahn, Elise Hof, Noah Kent, Caleb Knapp, Daniel McCarthy, Gideon Miller, Hannah Nelson, Noah Powers, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:12:54,Florida,Yes,Compassion,No,Luke Willson/Noah Diaz,Yes,Performance during debates,Humility,Individual,Yes,Not at all,Campaign team members,4-5,"Sarah Botti, Jake Brietzke, Noah Diaz, Myra Ehrenberg, Tara Beth Forehand, Brock Freeland, Micah Hill, Daniel McCarthy, Cassie Sawyer, John Sprayberry, Linnea Stuart, Luke Willson, Whitnie Yoder"
5/18/2021 13:13:37,Mississippi,Yes,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Leads by example,Individual,Yes,Slightly,Campaign team members,4-5,"Caroline Allen, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Macie Smith, John Sprayberry, Sarah Strozier, Linnea Stuart, Grayson Sykes, Colton Taussig, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:13:43,Florida,Yes,Compassion,No,Undecided,Yes,Performance during debates,Leads by example,Individual,No,Very,Social Media presence,4-5,"Caroline Allen, Jackson Archer, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Brennan Roub, Cassie Sawyer, Caleb Shirk, Corban Smith, Macie Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:13:49,California,No,N/A,Yes,Luke Willson/Noah Diaz,No,Prior relationship with candidates,Leads by example,Message,No,Slightly,Campaign team members,2-3,"Jeffrey Baker, Madalyn Bizak, Libby Bova, Jake Brietzke, Noah Diaz, Myra Ehrenberg, Dannen Farabee, Marisa Garcia, Caleb Griffin, Trevor Harrison, Elise Hof, Madison Hunsucker, Brooklyn Manning, Noah Powers, Brennan Roub, Sarah Strozier, Lauren Wagner, Luke Willson"
5/18/2021 13:14:00,Nebraska,Yes,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Leads by example,Individual,No,Very,Campaign team members,4-5,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Gideon Miller, Jamison Murabito, Hannah Nelson, Marco Pineda, Noah Powers, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban Smith, Macie Smith, John Sprayberry, Colton Taussig, Jacques Thibodeaux, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:14:31,Georgia,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Honesty,Message,Yes,Very,Social Media presence,4-5,"Walter Baldwin, Beth Berry, Madalyn Bizak, Jake Brietzke, Reese Chatman, Noah Diaz, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Victoria Hemphill, Elise Hof, Madison Hunsucker, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Nathaniel Olaires, Rhianna Philcox, Brennan Roub, Cassie Sawyer, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Luke Willson, Leah Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:15:11,Ohio,Yes,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Leads by example,Individual,Yes,Slightly,Campaign team members,4-5,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Sam Deiters, Noah Diaz, Heidi Dillow, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban Smith, Macie Smith, John Sprayberry, Linnea Stuart, Colton Taussig, Jacques Thibodeaux, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:15:12,Arkansas,Yes,Perseverance,Yes,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Humility,Individual,Yes,Slightly,Social Media presence,2-3,"Jeffrey Baker, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Noah Diaz, Heidi Dillow, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Lillian Savage, Caleb Shirk, Macie Smith, John Sprayberry, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:15:36,Nebraska,Yes,Perseverance,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Leads by example,Message,Yes,Slightly,Campaign team members,2-3,"Jeffrey Baker, Madalyn Bizak, Sarah Botti, Libby Bova, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Victoria Hemphill, Elise Hof, Brooklyn Manning, Hannah Nelson, Lillian Savage, John Sprayberry, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:16:09,Oklahoma,Yes,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Humility,Individual,Yes,Very,Campaign team members,4-5,"Caroline Allen, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Reese Chatman, Noah Diaz, Heidi Dillow, Lara Doorn, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Noah Powers, Lillian Savage, Cassie Sawyer, Caleb Shirk, Jed Sicilia, Corban Smith, John Sprayberry, Linnea Stuart, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:16:12,Illinois,Yes,Vision,No,Walt Baldwin/Cassie Sawyer,Yes,Prior relationship with candidates,Likeability/humor,Individual,Yes,Slightly,Campaign merchandise,2-3,Wyatt Dillard
5/18/2021 13:16:32,Alabama,Yes,Vision,Yes,Luke Willson/Noah Diaz,No,Campaign team outreach,Confidence,Individual,Yes,Slightly,Campaign team members,2-3,"Jeffrey Baker, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Noah Diaz, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Elise Hof, John Jordan, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Gideon Miller, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Marco Pineda, Brennan Roub, Lillian Savage, Cassie Sawyer, Macie Smith, John Sprayberry, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:17:10,Alabama,Yes,Compassion,Yes,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Open-mindedness,Individual,Yes,Slightly,Elections Hall Table Set-up,2-3,"Caroline Allen, Jeffrey Baker, Wyatt Dillard, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Lydia Graham, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Noah Kent, Caleb Knapp, Daniel McCarthy, Nathaniel Olaires, Lillian Savage, Macie Smith, Chloe Jo Woodell"
5/18/2021 13:17:13,Michigan,Yes,Vision,Yes,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Humility,Individual,No,Very,Campaign team members,2-3,"Caroline Allen, Jeffrey Baker, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Heidi Dillow, Lara Doorn, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Trevor Harrison, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Noah Powers, Lillian Savage, Caleb Shirk, Linnea Stuart, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:17:29,Michigan,Yes,Perseverance,Yes,Noah Powers/Trevor Harrison,No,Campaign team outreach,Likeability/humor,Individual,Yes,Slightly,Social Media presence,2-3,"Jeffrey Baker, Walter Baldwin, Bruce Bigler, Sarah Botti, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Trevor Harrison, Victoria Hemphill, Elise Hof, Madison Hunsucker, Noah Kent, Caleb Knapp, Brooklyn Manning, Grant May, Gideon Miller, Nathaniel Olaires, Marco Pineda, Noah Powers, Lillian Savage, Cassie Sawyer, John Sprayberry, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:18:02,Georgia,Yes,Vision,No,Undecided,Yes,Performance during debates,Honesty,Message,Yes,Very,Campaign team members,4-5,"Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Austin Blackard, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Noah Kent, Caleb Knapp, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:18:12,Georgia,No,Vision,Yes,Tara Beth Forehand/Lydia Graham,Yes,Prior relationship with candidates,Humility,Message,Yes,Very,Social Media presence,4-5,"Sarah Botti, Kinley Chapa, Reese Chatman, Noah Diaz, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Logan Koerner, Joseph Lasseter, Brooklyn Manning, Grant May, Daniel McCarthy, Gideon Miller, Rhianna Philcox, Marco Pineda, Noah Powers, Corban Smith, John Sprayberry, Wynn Waldbeser, Luke Willson, Leah Willson, Chloe Jo Woodell, Max Zepeda"
5/18/2021 13:18:27,Georgia,Yes,Vision,Yes,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Leads by example,Individual,No,Slightly,Campaign merchandise,4-5,"Reese Chatman, Noah Diaz, Eden Edwards, Myra Ehrenberg, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, Caleb Knapp, Hannah Nelson, Nathaniel Olaires, John Sprayberry, Colton Taussig, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell"
5/18/2021 13:18:58,Georgia,No,N/A,No,Undecided,Yes,Performance during debates,Leads by example,Message,No,Very,Campaign team members,2-3,"Austin Blackard, Reese Chatman, Noah Diaz, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, Madison Hunsucker, Caleb Knapp, Grant May, Nathaniel Olaires, Marco Pineda, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Max Zepeda"
5/18/2021 13:19:05,Nebraska,Yes,N/A,No,Undecided,Yes,Performance during debates,Confidence,Individual,Yes,Slightly,Social Media presence,6+,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Isaac Cullum, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Trevor Harrison, Victoria Hemphill, Elise Hof, John Jordan, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban Smith, Macie Smith, John Sprayberry, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Leah Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:19:58,Michigan,Yes,Perseverance,Yes,Noah Powers/Trevor Harrison,Yes,Performance during debates,Humility,Individual,Yes,Very,Campaign team members,2-3,"Jeffrey Baker, Sarah Botti, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Trevor Harrison, Noah Kent, Caleb Knapp, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Luke Willson, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:20:03,Tennessee,Yes,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Humility,Individual,Yes,Slightly,Social Media presence,6+,"Caroline Allen, Jackson Archer, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Isaac Cullum, Sam Deiters, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Tylah Lynn, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Rhianna Philcox, Brennan Roub, Lillian Savage, Caleb Shirk, Corban Smith, Macie Smith, Colton Taussig, Jacques Thibodeaux, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Whitnie Yoder"
5/18/2021 13:20:39,North Carolina,No,Perseverance,Yes,Luke Willson/Noah Diaz,No,Personal interaction at National Convention,Confidence,Message,Yes,Slightly,Campaign team members,This is my first year,"Walter Baldwin, Noah Diaz, Nathaniel Olaires, Rhianna Philcox, Macie Smith, Luke Willson"
5/18/2021 13:20:54,Texas,No,N/A,Yes,Luke Willson/Noah Diaz,No,Campaign team outreach,Humility,Individual,Yes,Slightly,Campaign team members,This is my first year,"Noah Diaz, Noah Kent, Linnea Stuart, Luke Willson, Max Zepeda"
5/18/2021 13:21:07,Ohio,Yes,Vision,No,Undecided,Yes,Campaign team outreach,Good listener,Individual,Yes,Slightly,Campaign team members,This is my first year,"Lillian Savage, Caleb Shirk"
5/18/2021 13:22:04,Oklahoma,No,N/A,No,Undecided,Yes,Performance during debates,Humility,Individual,No,Not at all,Campaign team members,This is my first year,"Beth Berry, Caleb Knapp"
